Unit,Way,Keel_Date,Delivery_Date,Yard_Cost, Procurement_Cost,Facilities_Cost,Admin_Cost,TC,VC,FC,Yard,Direct_Hours,Indirect_Hours,Total_ManHours,Way_Days,Outfitting_Days,Total_Production_Days
200,3,8/14/43,9/15/43,812356,855740,59228,17116.9692,1744440.969,1668096,76344.9692,Bethlehem,350984,103207,454191,26,6,32
201,13,8/18/43,9/20/43,927010,888165,64451,18625.8939,1898251.894,1815175,83076.8939,Bethlehem,403715,118452,522167,24,9,33
202,5,8/19/43,9/20/43,926632,888165,64437,18621.8493,1897855.849,1814797,83058.8493,Bethlehem,403565,118386,521951,25,7,32
203,10,8/21/43,9/24/43,926277,888165,64425,18618.3825,1897485.383,1814442,83043.3825,Bethlehem,403229,118234,521463,26,8,34
204,15,8/22/43,9/23/43,926033,888165,64416,18615.7824,1897229.782,1814198,83031.7824,Bethlehem,403138,118197,521335,24,8,32
205,12,8/24/43,9/27/43,925201,888165,64387,18607.4043,1896360.404,1813366,82994.4043,Bethlehem,402827,118071,520898,25,9,34
206,2,8/25/43,9/29/43,924685,888165,64368,18601.9152,1895819.915,1812850,82969.9152,Bethlehem,402624,117984,520608,27,8,35
207,8,8/26/43,9/27/43,924545,888165,64363,18600.4707,1895673.471,1812710,82963.4707,Bethlehem,402572,117963,520535,24,8,32
208,4,8/28/43,10/1/43,924121,888165,64348,18596.1372,1895230.137,1812286,82944.1372,Bethlehem,402406,117901,520307,25,9,34
209,14,8/30/43,10/2/43,925247,888165,64388,18607.6932,1896407.693,1813412,82995.6932,Bethlehem,402749,118085,520834,24,9,33
210,6,8/31/43,10/4/43,926570,888165,64435,18621.2715,1897791.272,1814735,83056.2715,Bethlehem,403180,118297,521477,25,9,34
211,11,9/3/43,10/5/43,929402,888165,64536,18650.4504,1900753.45,1817567,83186.4504,Bethlehem,404112,118748,522860,23,9,32
212,16,9/4/43,10/6/43,931224,888165,64600,18668.94,1902657.94,1819389,83268.94,Bethlehem,404715,119038,523753,23,9,32
213,7,9/5/43,10/7/43,937141,888165,64810,18729.609,1908845.609,1825306,83539.609,Bethlehem,406276,119775,526051,23,9,32
214,9,9/7/43,10/9/43,938786,888165,64869,18746.6541,1910566.654,1826951,83615.6541,Bethlehem,406820,120037,526857,24,8,32
215,3,9/9/43,10/11/43,946669,888165,65149,18827.5461,1918810.546,1834834,83976.5461,Bethlehem,409425,121294,530719,25,7,32
216,13,9/11/43,10/12/43,946030,888165,65126,18820.9014,1918141.901,1834195,83946.9014,Bethlehem,409214,121192,530406,22,9,31
217,1,9/12/43,10/18/43,958546,888165,65571,18949.4619,1931231.462,1846711,84520.4619,Bethlehem,413321,123164,536485,28,8,36
218,5,9/13/43,10/13/43,953137,888165,65378,18893.7042,1925573.704,1841302,84271.7042,Bethlehem,411456,122250,533706,23,7,30
219,15,9/15/43,10/15/43,956974,888165,65515,18933.2835,1929587.284,1845139,84448.2835,Bethlehem,412674,122821,535495,23,7,30
220,10,9/16/43,10/18/43,959609,888165,65608,18960.1512,1932342.151,1847774,84568.1512,Bethlehem,413394,123127,536521,23,9,32
221,12,9/18/43,10/18/43,967516,888165,65889,19041.3321,1940611.332,1855681,84930.3321,Bethlehem,415958,124348,540306,23,7,30
222,8,9/19/43,10/21/43,965923,888165,65832,19024.8648,1938944.865,1854088,84856.8648,Bethlehem,415140,123920,539060,23,9,32
223,2,9/21/43,10/27/43,845141,855740,60393,17453.5377,1778727.538,1700881,77846.5377,Bethlehem,359947,107492,467439,27,9,36
224,4,9/22/43,10/25/43,973238,888165,66092,19099.9788,1946594.979,1861403,85191.9788,Bethlehem,417030,124768,541798,23,10,33
225,14,9/23/43,10/25/43,975792,888165,66183,19126.2687,1949266.269,1863957,85309.2687,Bethlehem,417873,125176,543049,23,9,32
226,6,9/25/43,10/27/43,977727,888165,66252,19146.2028,1951290.203,1865892,85398.2028,Bethlehem,418511,125485,543996,22,10,32
227,11,9/26/43,10/28/43,979333,888165,66309,19162.6701,1952969.67,1867498,85471.6701,Bethlehem,419021,125730,544751,21,11,32
228,16,9/27/43,10/29/43,980504,888165,66350,19174.515,1954193.515,1868669,85524.515,Bethlehem,419407,125915,545322,22,10,32
229,7,9/29/43,10/30/43,985140,888165,66515,19222.1835,1959042.184,1873305,85737.1835,Bethlehem,420937,126655,547592,22,9,31
230,9,10/1/43,10/27/43,987219,888165,66589,19243.5621,1961216.562,1875384,85832.5621,Bethlehem,421526,127049,548575,22,4,26
231,13,10/3/43,11/5/43,985012,888165,66510,19220.739,1958907.739,1873177,85730.739,Bethlehem,420654,126789,547443,22,11,33
232,3,10/4/43,11/5/43,945076,855740,63941,18478.5549,1883235.555,1800816,82419.5549,Bethlehem,402216,121599,523815,25,7,32
233,5,10/6/43,11/8/43,981215,888165,66375,19181.7375,1954936.738,1869380,85556.7375,Bethlehem,418814,126569,545383,25,8,33
234,15,10/8/43,11/9/43,978576,888165,66282,19154.8698,1952177.87,1866741,85436.8698,Bethlehem,417811,126237,544048,24,8,32
235,10,10/9/43,11/12/43,959956,888165,65620,18963.618,1932704.618,1848121,84583.618,Bethlehem,410710,123896,534606,27,7,34
236,1,10/10/43,11/15/43,951695,888165,65372,18891.9708,1924123.971,1839860,84263.9708,Bethlehem,407558,122857,530415,27,9,36
237,12,10/11/43,11/15/43,947467,888165,65177,18835.6353,1919644.635,1835632,84012.6353,Bethlehem,405919,122318,528237,28,7,35
238,8,10/12/43,11/17/43,941741,888165,64974,18776.9886,1913656.989,1829906,83750.9886,Bethlehem,403692,121580,525272,28,8,36
239,4,10/15/43,11/20/43,934133,888165,64704,18698.9856,1905700.986,1822298,83402.9856,Bethlehem,400748,120604,521352,29,7,36
240,14,10/16/43,11/19/43,934046,888165,64701,18698.1189,1905610.119,1822211,83399.1189,Bethlehem,400685,120588,521273,27,7,34
241,6,10/17/43,11/22/43,927456,888165,64466,18630.2274,1898717.227,1815621,83096.2274,Bethlehem,398138,119754,517892,28,8,36
242,11,10/17/43,11/23/43,928371,888165,64499,18639.7611,1899674.761,1816536,83138.7611,Bethlehem,398458,119865,518323,29,8,37
243,2,10/18/43,11/26/43,927066,888165,64453,18626.4717,1898310.472,1815231,83079.4717,Bethlehem,397788,119634,517422,31,8,39
244,16,10/19/43,11/25/43,924254,888165,64353,18597.5817,1895369.582,1812419,82950.5817,Bethlehem,396668,119264,515932,28,9,37
245,7,10/21/43,11/29/43,921528,888165,64256,18569.5584,1892518.558,1809693,82825.5584,Bethlehem,395602,118914,514516,29,10,39
246,9,10/23/43,11/29/43,920565,888165,64222,18559.7358,1891511.736,1808730,82781.7358,Bethlehem,395205,118787,513992,28,9,37
247,13,10/25/43,11/30/43,918592,888165,64152,18539.5128,1889448.513,1806757,82691.5128,Bethlehem,394425,118532,512957,27,9,36
248,3,10/29/43,11/29/43,802624,855740,58883,17017.2987,1734264.299,1658364,75900.2987,Bethlehem,341795,102664,444459,25,6,31
249,5,10/31/43,12/3/43,917028,888165,64096,18523.3344,1887812.334,1805193,82619.3344,Bethlehem,391592,117736,509328,25,8,33
250,15,11/1/43,11/30/43,900404,888165,63056,18222.8784,1869847.878,1788569,81278.8784,Bethlehem,387376,116200,503576,23,6,29
251,10,11/5/43,12/6/43,908173,888165,63782,18432.6198,1878552.62,1796338,82214.6198,Bethlehem,386100,116035,502135,21,10,31
252,1,11/6/43,12/7/43,912366,888165,63931,18475.6659,1882937.666,1800531,82406.6659,Bethlehem,385678,116000,501678,23,8,31
253,12,11/8/43,12/8/43,877813,855740,61533,17782.8837,1812868.884,1733553,79315.8837,Bethlehem,367899,110729,478628,22,8,30
254,8,11/9/43,12/8/43,918360,888165,64144,18537.2016,1889206.202,1806525,82681.2016,Bethlehem,384297,115685,499982,21,8,29
255,14,11/12/43,12/13/43,929787,888165,64549,18654.2061,1901155.206,1817952,83203.2061,Bethlehem,383403,115637,499040,21,10,31
256,4,11/13/43,12/13/43,938553,888165,64861,18744.3429,1910323.343,1826718,83605.3429,Bethlehem,382850,115693,498543,21,9,30
257,6,11/14/43,12/14/43,955863,888165,64475,18632.8275,1927135.828,1844028,83107.8275,Bethlehem,382065,115895,497960,22,8,30
258,11,11/15/43,12/17/43,959850,888165,65617,18962.7513,1932594.751,1848015,84579.7513,Bethlehem,381737,115917,497654,22,10,32
259,16,11/16/43,12/15/43,949491,888165,65249,18856.4361,1921761.436,1837656,84105.4361,Bethlehem,381883,116046,497929,19,10,29
260,2,11/18/43,12/18/43,968865,888165,65937,19055.1993,1942022.199,1857030,84992.1993,Bethlehem,381235,116034,497269,21,9,30
261,7,11/19/43,12/20/43,970116,888165,65981,19067.9109,1943329.911,1858281,85048.9109,Bethlehem,381069,116001,497070,23,8,31
262,9,11/20/43,12/20/43,978338,888165,66273,19152.2697,1951928.27,1866503,85425.2697,Bethlehem,380627,116086,496713,20,10,30
263,13,11/21/43,12/23/43,986208,888165,66553,19233.1617,1960159.162,1874373,85786.1617,Bethlehem,380314,116192,496506,23,9,32
264,15,11/24/43,12/24/43,995150,888165,66870,19324.743,1969509.743,1883315,86194.743,Bethlehem,379861,116300,496161,23,7,30
265,5,11/25/43,12/24/43,998225,888165,66979,19356.2331,1972725.233,1886390,86335.2331,Bethlehem,379735,116339,496074,21,8,29
266,10,11/26/43,12/29/43,999416,888165,67022,19368.6558,1973971.656,1887581,86390.6558,Bethlehem,379495,116344,495839,22,11,33
267,1,11/29/43,12/30/43,1002548,888165,67133,19400.7237,1977246.724,1890713,86533.7237,Bethlehem,379442,116410,495852,21,10,31
268,8,11/30/43,12/31/43,1004426,888165,67200,19420.08,1979211.08,1892591,86620.08,Bethlehem,379432,116466,495898,21,10,31
269,12,11/30/43,12/30/43,1004446,888165,67200,19420.08,1979231.08,1892611,86620.08,Bethlehem,379430,116473,495903,21,9,30
270,14,12/3/43,12/31/43,1006191,888165,67262,19437.9918,1981055.992,1894356,86699.9918,Bethlehem,379428,116520,495948,20,8,28
271,4,12/4/43,1/10/44,860140,888165,62076,17939.7564,1828320.756,1748305,80015.7564,Bethlehem,379278,118244,497522,20,17,37
272,16,12/5/43,1/8/44,822586,855740,59592,17222.1288,1755140.129,1678326,76814.1288,Bethlehem,361551,112577,474128,24,10,34
273,6,12/6/43,1/12/44,857160,888165,61971,17909.4219,1825205.422,1745325,79880.4219,Bethlehem,377110,118090,495200,25,12,37
274,11,12/7/43,1/14/44,857486,888165,61982,17912.5998,1825545.6,1745651,79894.5998,Bethlehem,376942,118151,495093,24,14,38
275,2,12/9/43,1/19/44,856342,888165,61942,17901.0438,1824350.044,1744507,79843.0438,Bethlehem,375606,119353,494959,30,11,41
276,9,12/10/43,1/17/44,856536,888165,61948,17902.7772,1824551.777,1744701,79850.7772,Bethlehem,375607,119229,494836,28,10,38
277,7,12/13/43,1/20/44,855750,888165,61921,17894.9769,1823730.977,1743915,79815.9769,Bethlehem,374842,119773,494615,28,10,38
278,13,12/15/43,1/24/44,854525,888165,61877,17882.2653,1822449.265,1742690,79759.2653,Bethlehem,373726,120618,494344,31,9,40
279,5,12/17/43,1/26/44,853271,888165,61833,17869.5537,1821138.554,1741436,79702.5537,Bethlehem,372589,121483,494072,31,9,40
280,15,12/18/43,1/28/44,853382,888165,61836,17870.4204,1821253.42,1741547,79706.4204,Bethlehem,372606,121408,494014,32,9,41
281,10,12/19/43,1/29/44,853200,888165,61830,17868.687,1821063.687,1741365,79698.687,Bethlehem,372390,121536,493926,32,9,41
282,1,12/21/43,1/31/44,852687,888165,61812,17863.4868,1820527.487,1740852,79675.4868,Bethlehem,371909,121891,493800,31,10,41
283,12,12/22/43,2/5/44,853327,888165,61835,17870.1315,1821197.132,1741492,79705.1315,Bethlehem,371263,122237,493500,31,14,45
284,8,12/22/43,2/7/44,853065,888165,61825,17867.2425,1820922.243,1741230,79692.2425,Bethlehem,370818,122443,493261,33,14,47
285,14,12/24/43,2/10/44,853008,888165,61823,17866.6647,1820862.665,1741173,79689.6647,Bethlehem,370595,122496,493091,34,14,48
286,4,12/27/43,2/4/44,853586,888165,61844,17872.7316,1821467.732,1741751,79716.7316,Bethlehem,371101,122405,493506,28,11,39
287,16,12/30/43,2/19/44,852999,888165,61823,17866.6647,1820853.665,1741164,79689.6647,Bethlehem,369975,122892,492867,34,17,51
288,6,1/1/44,2/14/44,852393,888165,61801,17860.3089,1820219.309,1740558,79661.3089,Bethlehem,369499,123299,492798,30,14,44
289,11,1/1/44,2/15/44,852378,888165,61801,17860.3089,1820204.309,1740543,79661.3089,Bethlehem,369369,123316,492685,32,13,45
290,9,1/8/44,2/21/44,852126,888165,61792,17857.7088,1819940.709,1740291,79649.7088,Bethlehem,368671,123551,492222,30,14,44
291,2,1/10/44,2/16/44,852210,888165,61795,17858.5755,1820028.576,1740375,79653.5755,Bethlehem,368777,123481,492258,26,11,37
292,7,1/10/44,2/22/44,852115,888165,61791,17857.4199,1819928.42,1740280,79648.4199,Bethlehem,368454,123573,492027,29,14,43
293,13,1/17/44,2/22/44,851730,888165,61778,17853.6642,1819526.664,1739895,79631.6642,Bethlehem,367434,123927,491361,25,11,36
294,5,1/17/44,2/26/44,851637,888165,61775,17852.7975,1819429.798,1739802,79627.7975,Bethlehem,367112,124020,491132,28,12,40
295,15,1/19/44,3/1/44,851607,888165,61773,17852.2197,1819397.22,1739772,79625.2197,Bethlehem,366950,124052,491002,31,11,42
296,10,1/20/44,2/25/44,744865,855740,56832,16424.7648,1673861.765,1600605,73256.7648,Bethlehem,318055,107347,425402,29,7,36
297,1,1/21/44,3/8/44,851922,888165,61785,17855.6865,1819727.687,1740087,79640.6865,Bethlehem,366861,124545,491406,34,13,47
298,12,1/22/44,3/4/44,851824,888165,61781,17854.5309,1819624.531,1739989,79635.5309,Bethlehem,366667,124486,491153,33,9,42
299,8,1/24/44,3/8/44,851963,888165,61786,17855.9754,1819769.975,1740128,79641.9754,Bethlehem,366616,124700,491316,31,13,44
300,4,1/25/44,2/29/44,851489,888165,61769,17851.0641,1819274.064,1739654,79620.0641,Bethlehem,366292,124181,490473,27,8,35
301,14,1/27/44,3/10/44,852079,888165,61790,17857.131,1819891.131,1740244,79647.131,Bethlehem,366618,124916,491534,30,13,43
302,6,1/31/44,3/13/44,852244,888165,61796,17858.8644,1820063.864,1740409,79654.8644,Bethlehem,366631,125214,491845,29,13,42
303,11,2/2/44,3/14/44,852209,888165,61795,17858.5755,1820027.576,1740374,79653.5755,Bethlehem,366193,125655,491848,30,11,41
304,16,2/2/44,3/17/44,852497,888165,61805,17861.4645,1820328.465,1740662,79666.4645,Bethlehem,366055,125846,491901,34,10,44
305,2,2/5/44,3/16/44,852500,888165,61805,17861.4645,1820331.465,1740665,79666.4645,Bethlehem,366065,125907,491972,28,12,40
306,9,2/7/44,3/22/44,853225,888165,61831,17868.9759,1821089.976,1741390,79699.9759,Bethlehem,366751,126482,493233,32,12,44
307,7,2/8/44,3/21/44,853336,888165,61835,17870.1315,1821206.132,1741501,79705.1315,Bethlehem,366864,126658,493522,30,12,42
308,13,2/11/44,3/27/44,853541,888165,61842,17872.1538,1821420.154,1741706,79714.1538,Bethlehem,367027,126858,493885,32,13,45
309,5,2/15/44,3/25/44,854182,888165,61865,17878.7985,1822090.799,1742347,79743.7985,Bethlehem,367265,127276,494541,30,9,39
310,10,2/18/44,3/29/44,854327,888165,61870,17880.243,1822242.243,1742492,79750.243,Bethlehem,367299,127413,494712,29,11,40
311,15,2/19/44,3/31/44,854499,888165,61876,17881.9764,1822421.976,1742664,79757.9764,Bethlehem,367462,127549,495011,32,9,41
312,12,2/24/44,4/6/44,856843,888165,61959,17905.9551,1824872.955,1745008,79864.9551,Bethlehem,367094,128171,495265,32,10,42
313,1,2/24/44,4/4/44,855354,888165,61907,17890.9323,1823316.932,1743519,79797.9323,Bethlehem,367509,127875,495384,27,13,40
314,8,2/25/44,4/5/44,856122,888165,61933,17898.4437,1824118.444,1744287,79831.4437,Bethlehem,367254,128111,495365,29,11,40
315,14,2/26/44,4/10/44,858374,888165,62014,17921.8446,1826474.845,1746539,79935.8446,Bethlehem,366653,128533,495186,32,12,44
316,6,2/29/44,4/14/44,860898,888165,62103,17947.5567,1829113.557,1749063,80050.5567,Bethlehem,366026,129048,495074,31,14,45
317,11,3/3/44,4/18/44,863580,888165,62199,17975.2911,1831919.291,1751745,80174.2911,Bethlehem,366110,129987,496097,33,13,46
318,2,3/6/44,4/15/44,862633,888165,62165,17965.4685,1830928.469,1750798,80130.4685,Bethlehem,366440,129829,496269,28,12,40
319,16,3/7/44,4/22/44,866703,888165,62309,18007.0701,1835184.07,1754868,80316.0701,Bethlehem,365125,130523,495648,32,14,46
320,7,3/9/44,4/23/44,868049,888165,62357,18020.9373,1836591.937,1756214,80377.9373,Bethlehem,364657,130747,495404,32,13,45
321,9,3/10/44,4/21/44,867644,888165,62343,18016.8927,1836168.893,1755809,80359.8927,Bethlehem,364793,130702,495495,31,11,42
322,13,3/14/44,4/26/44,872111,888165,62501,18062.5389,1840839.539,1760276,80563.5389,Bethlehem,363240,131446,494686,31,12,43
323,5,3/16/44,4/28/44,874200,888165,62576,18084.2064,1843025.206,1762365,80660.2064,Bethlehem,362532,131856,494388,32,11,43
324,10,3/21/44,5/9/44,870839,888165,62456,18049.5384,1839509.538,1759004,80505.5384,Bethlehem,360201,130650,490851,36,13,49
325,15,3/22/44,4/30/44,876417,888165,62654,18106.7406,1845342.741,1764582,80760.7406,Bethlehem,361707,132217,493924,31,8,39
326,1,3/22/44,4/29/44,876369,888165,62653,18106.4517,1845293.452,1764534,80759.4517,Bethlehem,361667,132199,493866,29,9,38
327,8,3/25/44,5/6/44,873370,888165,62546,18075.5394,1842156.539,1761535,80621.5394,Bethlehem,359682,131221,490903,31,11,42
328,12,3/27/44,4/30/44,878456,888165,62727,18127.8303,1847475.83,1766621,80854.8303,Bethlehem,360935,132649,493584,26,8,34
329,14,3/30/44,5/19/44,874377,888165,62582,18085.9398,1843209.94,1762542,80667.9398,Bethlehem,358508,131153,489661,30,20,50
330,6,3/31/44,5/29/44,920907,888165,64234,18563.2026,1891869.203,1809072,82797.2026,Bethlehem,381451,139410,520861,32,27,59
331,2,4/3/44,5/15/44,874894,888165,62600,18091.14,1843750.14,1763059,80691.14,Bethlehem,355079,130534,485613,32,10,42
332,11,4/5/44,5/19/44,972333,888165,62509,18064.8501,1941071.85,1860498,80573.8501,Bethlehem,354126,129804,483930,33,11,44
333,16,4/8/44,5/23/44,869660,888165,62414,18037.4046,1838276.405,1757825,80451.4046,Bethlehem,352420,128797,481217,32,13,45
334,9,4/10/44,5/23/44,868942,888165,62389,18030.1821,1837526.182,1757107,80419.1821,Bethlehem,351967,128548,480515,32,11,43
335,7,4/10/44,5/20/44,763786,855740,57504,16618.9056,1693648.906,1619526,74122.9056,Bethlehem,306165,112356,418521,31,9,40
336,13,4/14/44,5/31/44,862906,888165,62175,17968.3575,1831214.358,1751071,80143.3575,Bethlehem,349623,126723,476346,33,14,47
337,5,4/17/44,5/31/44,864113,888165,62218,17980.7802,1832476.78,1752278,80198.7802,Bethlehem,349889,127063,476952,32,12,44
338,1,4/20/44,5/31/44,754746,855740,57183,16526.1687,1684195.169,1610486,73709.1687,Bethlehem,302666,109633,412299,32,9,41
339,12,4/22/44,6/3/44,859267,888165,62045,17930.8005,1827407.801,1747432,79975.8005,Bethlehem,347998,125630,473628,30,12,42
340,15,4/24/44,6/12/44,858581,888165,62021,17923.8669,1826690.867,1746746,79944.8669,Bethlehem,348252,125740,473992,33,16,49
341,8,4/25/44,6/4/44,858269,888165,62010,17920.689,1826364.689,1746434,79930.689,Bethlehem,347925,125643,473568,29,11,40
342,10,4/26/44,6/15/44,857482,888165,61982,17912.5998,1825541.6,1745647,79894.5998,Bethlehem,348556,125779,474335,40,10,50
343,14,4/29/44,6/19/44,855825,888165,61923,17895.5547,1823808.555,1743990,79818.5547,Bethlehem,348015,125314,473329,39,12,51
344,6,5/2/44,6/9/44,854946,888165,61892,17886.5988,1822889.599,1743111,79778.5988,Bethlehem,347056,124748,471804,28,10,38
345,2,5/5/44,6/13/44,854045,888165,61860,17877.354,1821947.354,1742210,79737.354,Bethlehem,347357,124802,472159,29,10,39
346,11,5/8/44,6/24/44,853975,888165,61858,17876.7762,1821874.776,1742140,79734.7762,Bethlehem,347881,125141,473022,33,14,47
347,16,5/10/44,6/26/44,850771,888165,61744,17843.8416,1818523.842,1738936,79587.8416,Bethlehem,347153,124408,471561,35,12,47
348,7,5/11/44,6/22/44,850684,888165,61741,17842.9749,1818432.975,1738849,79583.9749,Bethlehem,347022,124224,471246,30,12,42
349,9,5/12/44,6/29/44,850750,888165,61743,17843.5527,1818501.553,1738915,79586.5527,Bethlehem,347548,124611,472159,35,13,48
350,13,5/17/44,6/28/44,743936,855740,56799,16415.2311,1672890.231,1599676,73214.2311,Bethlehem,301044,107812,408856,34,8,42
351,5,5/19/44,6/30/44,849896,888165,61713,17834.8857,1817608.886,1738061,79547.8857,Bethlehem,347888,124704,472592,31,11,42
352,12,5/22/44,7/8/44,855202,888165,61901,17889.1989,1823157.199,1743367,79790.1989,Bethlehem,350356,125751,476107,36,11,47
353,1,5/22/44,7/7/44,855417,888165,61909,17891.5101,1823382.51,1743582,79800.5101,Bethlehem,350563,125871,476434,35,11,46
354,8,5/23/44,7/12/44,860733,888165,62097,17945.8233,1828940.823,1748898,80042.8233,Bethlehem,352293,126494,478787,37,13,50
355,15,5/27/44,7/11/44,860143,888165,62077,17940.0453,1828325.045,1748308,80017.0453,Bethlehem,352420,126592,479012,33,12,45
356,6,5/30/44,7/15/44,863484,888165,62195,17974.1355,1831818.136,1751649,80169.1355,Bethlehem,353720,127123,480843,32,14,46
357,2,6/3/44,7/22/44,875763,888165,62631,18100.0959,1844659.096,1763928,80731.0959,Bethlehem,357813,128786,486599,37,12,49
358,10,6/5/44,7/24/44,875442,888165,62620,18096.918,1844323.918,1763607,80716.918,Bethlehem,357730,128761,486491,36,13,49
359,14,6/7/44,7/20/44,757349,855740,57275,16552.7475,1686916.748,1613089,73827.7475,Bethlehem,306961,110378,417339,31,12,43
360,7,6/10/44,7/28/44,884768,888165,62951,18192.5439,1854076.544,1772933,81143.5439,Bethlehem,360597,129916,490513,38,10,48
361,16,6/15/44,7/29/44,889341,888165,63113,18239.3457,1858858.346,1777506,81352.3457,Bethlehem,362057,130462,492519,34,10,44
